timestamp,load,year,nuclear_cap,solar_cap,hour,month,solar_factor,solar_prod,price,danube_temp
2019-01-01 00:00:00,3985.62,2019,1898.87,936.25,0,1,0.0,0.0,27.195970765056163,5.957433620793598
2019-01-01 01:00:00,3732.5325,2019,1898.87,936.25,1,1,0.0,0.0,18.95932849414407,4.947914122475109
2019-01-01 02:00:00,3554.1075,2019,1898.87,936.25,2,1,0.0,0.0,19.320592690503464,6.335625177314638
2019-01-01 03:00:00,3499.37,2019,1898.87,936.25,3,1,0.0,0.0,22.602549282040123,8.147015928305557
2019-01-01 04:00:00,3517.935,2019,1898.87,936.25,4,1,0.0,0.0,14.187933126383319,6.564125590039764
2019-01-01 05:00:00,3599.895,2019,1898.87,936.25,5,1,0.0,0.0,15.827215215254098,7.452938389390837
2019-01-01 06:00:00,3643.415,2019,1898.87,936.25,6,1,0.0,0.0,25.764364077536953,7.579136849205135
2019-01-01 07:00:00,3745.34,2019,1898.87,936.25,7,1,0.23931566428755774,224.05929068922595,21.503380738872288,6.899287221103624
2019-01-01 08:00:00,3881.93,2019,1898.87,936.25,8,1,0.4647231720437685,435.0970698259783,15.940257372065453,6.560019933889647
2019-01-01 09:00:00,4027.7875,2019,1898.87,936.25,9,1,0.6631226582407952,620.8485887779445,22.060064330150375,5.35201448144594
2019-01-01 10:00:00,4194.91,2019,1898.87,936.25,10,1,0.8229838658936564,770.5186444429357,18.875925091508325,6.131298820610837
2019-01-01 11:00:00,4329.2475,2019,1898.87,936.25,11,1,0.9350162426854148,875.4089572142196,20.502211660006523,5.978850725968014
2019-01-01 12:00:00,4330.99,2019,1898.87,936.25,12,1,0.992708874098054,929.423683374303,23.53537452408714,6.669741519601758
2019-01-01 13:00:00,4366.265,2019,1898.87,936.25,13,1,0.992708874098054,929.423683374303,13.464661942967988,4.925679354690426
2019-01-01 14:00:00,4415.1475,2019,1898.87,936.25,14,1,0.9350162426854148,875.4089572142196,15.92427126529264,5.802455266503824
2019-01-01 15:00:00,4690.7625,2019,1898.87,936.25,15,1,0.8229838658936565,770.5186444429359,28.298625909365775,6.743761852272018
2019-01-01 16:00:00,4785.025,2019,1898.87,936.25,16,1,0.6631226582407952,620.8485887779445,29.427858510548425,5.637631142556274
2019-01-01 17:00:00,4769.6075,2019,1898.87,936.25,17,1,0.46472317204376906,435.0970698259788,37.61241596471658,5.424136208371911
2019-01-01 18:00:00,4763.8575,2019,1898.87,936.25,18,1,0.23931566428755766,224.05929068922586,33.49643671550169,5.54833090667509
2019-01-01 19:00:00,4671.8625,2019,1898.87,936.25,19,1,-3.216245299353273e-16,-3.011209661519502e-13,31.37573149332355,6.067336583056599
2019-01-01 20:00:00,4529.0625,2019,1898.87,936.25,20,1,0.0,0.0,42.909493844607766,3.9590543743898845
2019-01-01 21:00:00,4313.8075,2019,1898.87,936.25,21,1,0.0,0.0,30.147268497567318,5.593586949494409
2019-01-01 22:00:00,4104.9475,2019,1898.87,936.25,22,1,0.0,0.0,27.436591023439625,7.2924991738325255
2019-01-01 23:00:00,3839.2625,2019,1898.87,936.25,23,1,0.0,0.0,14.661509068932714,6.6636245425621485
