MeasureItem,MeasureItemCategoryID,MeasureItemID,Category,Country,Year,LengthOfCircuits,LengthOfRoutes,NumberOfUnits,ProvidedValue,CreationDate,ProvidedValueCode
Inventory of Transmission,5,407,ACC_Over_380kV,AT,2025,4,4,,,2026-03-20 16:51:16,
Inventory of Transmission,5,400,ACL_110kV_220kV,AT,2025,1048,601,,,2026-03-20 16:51:16,
Inventory of Transmission,5,401,ACL_220kV,AT,2025,2808,1413,,,2026-03-20 16:51:16,
Inventory of Transmission,5,402,ACL_275kV,AT,2025,,,,,2026-03-20 16:51:16,Not Expected
Inventory of Transmission,5,403,ACL_330kV,AT,2025,,,,,2026-03-20 16:51:16,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,AT,2025,2906,1320,,,2026-03-20 16:51:16,
Inventory of Transmission,5,405,ACL_750kV,AT,2025,,,,,2026-03-20 16:51:16,Not Expected
Inventory of Transmission,5,424,Comments_1,AT,2025,,,,,2026-03-20 16:51:16,
Inventory of Transmission,5,425,Comments_2,AT,2025,,,,,2026-03-20 16:51:16,
Inventory of Transmission,5,426,Comments_3,AT,2025,,,,,2026-03-20 16:51:16,
Inventory of Transmission,5,427,Comments_4,AT,2025,,,,,2026-03-20 16:51:16,
Inventory of Transmission,5,422,DCC_110kV_220V,AT,2025,,,,,2026-03-20 16:51:16,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,AT,2025,,,,,2026-03-20 16:51:16,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,AT,2025,,,,,2026-03-20 16:51:16,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,AT,2025,,,47,10360,2026-03-20 16:51:16,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,AT,2025,,,,,2026-03-20 16:51:16,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,AT,2025,,,,,2026-03-20 16:51:16,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,AT,2025,,,,,2026-03-20 16:51:16,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,AT,2025,,,29,8500,2026-03-20 16:51:16,
Inventory of Transmission,5,416,Nw_400kV_220kV,AT,2025,,,26,16580,2026-03-20 16:51:16,
Inventory of Transmission,5,415,Nw_400kV_330kV,AT,2025,,,,,2026-03-20 16:51:16,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,AT,2025,,,,,2026-03-20 16:51:16,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,AT,2025,,,,,2026-03-20 16:51:16,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,AT,2025,,,,,2026-03-20 16:51:16,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,AT,2025,,,,,2026-03-20 16:51:16,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,AT,2025,,,,,2026-03-20 16:51:16,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,BA,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,407,ACC_Over_380kV,BA,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,BA,2025,4037.08,,,,2026-03-20 16:51:17,
Inventory of Transmission,5,401,ACL_220kV,BA,2025,1520.09,,,,2026-03-20 16:51:17,
Inventory of Transmission,5,402,ACL_275kV,BA,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,403,ACL_330kV,BA,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,BA,2025,865.93,,,,2026-03-20 16:51:17,
Inventory of Transmission,5,405,ACL_750kV,BA,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,424,Comments_1,BA,2025,,,,,2026-03-20 16:51:17,
Inventory of Transmission,5,425,Comments_2,BA,2025,,,,,2026-03-20 16:51:17,
Inventory of Transmission,5,426,Comments_3,BA,2025,,,,,2026-03-20 16:51:17,
Inventory of Transmission,5,427,Comments_4,BA,2025,,,,,2026-03-20 16:51:17,
Inventory of Transmission,5,422,DCC_110kV_220V,BA,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,BA,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,BA,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,BA,2025,,,14,2100,2026-03-20 16:51:17,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,BA,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,BA,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,BA,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,BA,2025,,,6,1800,2026-03-20 16:51:17,
Inventory of Transmission,5,416,Nw_400kV_220kV,BA,2025,,,7,2800,2026-03-20 16:51:17,
Inventory of Transmission,5,415,Nw_400kV_330kV,BA,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,BA,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,BA,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,BA,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,BA,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,BA,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,BE,2025,162,72,,,2026-03-20 16:51:17,
Inventory of Transmission,5,407,ACC_Over_380kV,BE,2025,47,10,,,2026-03-20 16:51:17,
Inventory of Transmission,5,400,ACL_110kV_220kV,BE,2025,3153,1912,,,2026-03-20 16:51:17,
Inventory of Transmission,5,401,ACL_220kV,BE,2025,472,302,,,2026-03-20 16:51:17,
Inventory of Transmission,5,402,ACL_275kV,BE,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,403,ACL_330kV,BE,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,BE,2025,1625,937,,,2026-03-20 16:51:17,
Inventory of Transmission,5,405,ACL_750kV,BE,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,424,Comments_1,BE,2025,,,,,2026-03-20 16:51:17,
Inventory of Transmission,5,425,Comments_2,BE,2025,,,,,2026-03-20 16:51:17,
Inventory of Transmission,5,426,Comments_3,BE,2025,,,,,2026-03-20 16:51:17,
Inventory of Transmission,5,427,Comments_4,BE,2025,,,,,2026-03-20 16:51:17,
Inventory of Transmission,5,422,DCC_110kV_220V,BE,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,BE,2025,49,49,,,2026-03-20 16:51:17,
Inventory of Transmission,5,409,DCC_Over_380kV,BE,2025,139,139,,,2026-03-20 16:51:17,
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,BE,2025,,,4,1275,2026-03-20 16:51:17,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,BE,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,BE,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,BE,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,BE,2025,,,38,6865.7,2026-03-20 16:51:17,
Inventory of Transmission,5,416,Nw_400kV_220kV,BE,2025,,,12,4800,2026-03-20 16:51:17,
Inventory of Transmission,5,415,Nw_400kV_330kV,BE,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,BE,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,BE,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,BE,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,BE,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,BE,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,BG,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,407,ACC_Over_380kV,BG,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,BG,2025,10164,10164,,,2026-03-20 16:51:17,
Inventory of Transmission,5,401,ACL_220kV,BG,2025,2711,2711,,,2026-03-20 16:51:17,
Inventory of Transmission,5,402,ACL_275kV,BG,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,403,ACL_330kV,BG,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,BG,2025,3032,3032,,,2026-03-20 16:51:17,
Inventory of Transmission,5,405,ACL_750kV,BG,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,424,Comments_1,BG,2025,,,,,2026-03-20 16:51:17,
Inventory of Transmission,5,425,Comments_2,BG,2025,,,,,2026-03-20 16:51:17,
Inventory of Transmission,5,426,Comments_3,BG,2025,,,,,2026-03-20 16:51:17,
Inventory of Transmission,5,427,Comments_4,BG,2025,,,,,2026-03-20 16:51:17,
Inventory of Transmission,5,422,DCC_110kV_220V,BG,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,BG,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,BG,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,BG,2025,,,42,8.34,2026-03-20 16:51:17,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,BG,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,BG,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,BG,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,BG,2025,,,18,4.849,2026-03-20 16:51:17,
Inventory of Transmission,5,416,Nw_400kV_220kV,BG,2025,,,7,5.09,2026-03-20 16:51:17,
Inventory of Transmission,5,415,Nw_400kV_330kV,BG,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,BG,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,BG,2025,,,25,4.46,2026-03-20 16:51:17,
Inventory of Transmission,5,412,Of_PU_>275kV,BG,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,BG,2025,,,,,2026-03-20 16:51:17,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,BG,2025,,,8,4.788,2026-03-20 16:51:17,
Inventory of Transmission,5,406,ACC_220kV_380kV,CY,2025,248,150,,,2026-03-20 16:51:18,
Inventory of Transmission,5,407,ACC_Over_380kV,CY,2025,,,,,2026-03-20 16:51:18,Not Available
Inventory of Transmission,5,400,ACL_110kV_220kV,CY,2025,950,475,,,2026-03-20 16:51:18,
Inventory of Transmission,5,401,ACL_220kV,CY,2025,88.1,44,,,2026-03-20 16:51:18,
Inventory of Transmission,5,402,ACL_275kV,CY,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,403,ACL_330kV,CY,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,CY,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,405,ACL_750kV,CY,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,424,Comments_1,CY,2025,,,,66kV power lines exist in the transmission network that do not fall in the above categories. Also 220kV Transmission Lines are operated at 132kV.,2026-03-20 16:51:18,
Inventory of Transmission,5,425,Comments_2,CY,2025,,,,132kV and 66kV ac cables exist in the transmission network that do not fall in the above categories.,2026-03-20 16:51:18,
Inventory of Transmission,5,426,Comments_3,CY,2025,,,,,2026-03-20 16:51:18,
Inventory of Transmission,5,427,Comments_4,CY,2025,,,,"Power Transformers 15.75/132kV, 11/132kV, 11/66kV, Step Down Network Transformers 132/11kV, 132/6,6kV, 132/3,3kV, 66/3.3kV and interbus transformers 132/66kV exist in the transmission network that do not fall in the above categories.
132/11KV - # 96 - 3139000kVA
132/22-11KV - # 11 - 440000kVA
66/11KV - # 15 - 191000kVA
132/66KV - #6 - 288000kVA",2026-03-20 16:51:18,
Inventory of Transmission,5,422,DCC_110kV_220V,CY,2025,,,,,2026-03-20 16:51:18,Not Available
Inventory of Transmission,5,408,DCC_220kV_380kV,CY,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,CY,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,CY,2025,,,128,4058,2026-03-20 16:51:18,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,CY,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,CY,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,CY,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,CY,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,416,Nw_400kV_220kV,CY,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,415,Nw_400kV_330kV,CY,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,CY,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,CY,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,CY,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,CY,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,CY,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,CZ,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,407,ACC_Over_380kV,CZ,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,CZ,2025,84,45,,,2026-03-20 16:51:18,
Inventory of Transmission,5,401,ACL_220kV,CZ,2025,1539,1006,,,2026-03-20 16:51:18,
Inventory of Transmission,5,402,ACL_275kV,CZ,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,403,ACL_330kV,CZ,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,CZ,2025,4220,3302,,,2026-03-20 16:51:18,
Inventory of Transmission,5,405,ACL_750kV,CZ,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,424,Comments_1,CZ,2025,,,,,2026-03-20 16:51:18,
Inventory of Transmission,5,425,Comments_2,CZ,2025,,,,,2026-03-20 16:51:18,
Inventory of Transmission,5,426,Comments_3,CZ,2025,,,,,2026-03-20 16:51:18,
Inventory of Transmission,5,427,Comments_4,CZ,2025,,,,,2026-03-20 16:51:18,
Inventory of Transmission,5,422,DCC_110kV_220V,CZ,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,CZ,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,CZ,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,CZ,2025,,,14,2800,2026-03-20 16:51:18,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,CZ,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,CZ,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,CZ,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,CZ,2025,,,58,19900,2026-03-20 16:51:18,
Inventory of Transmission,5,416,Nw_400kV_220kV,CZ,2025,,,7,4550,2026-03-20 16:51:18,
Inventory of Transmission,5,415,Nw_400kV_330kV,CZ,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,CZ,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,CZ,2025,,,13,2800,2026-03-20 16:51:18,
Inventory of Transmission,5,412,Of_PU_>275kV,CZ,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,CZ,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,CZ,2025,,,31,24450,2026-03-20 16:51:18,
Inventory of Transmission,5,406,ACC_220kV_380kV,DE,2025,670.8,661.5,,,2026-03-20 16:51:20,
Inventory of Transmission,5,407,ACC_Over_380kV,DE,2025,234.9,119.02,,,2026-03-20 16:51:20,
Inventory of Transmission,5,400,ACL_110kV_220kV,DE,2025,792.5,818.36,,,2026-03-20 16:51:20,
Inventory of Transmission,5,401,ACL_220kV,DE,2025,9950.6,4226.8,,,2026-03-20 16:51:20,
Inventory of Transmission,5,402,ACL_275kV,DE,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,403,ACL_330kV,DE,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,DE,2025,21016.1,13321.9,,,2026-03-20 16:51:20,
Inventory of Transmission,5,405,ACL_750kV,DE,2025,53,26.5,,,2026-03-20 16:51:20,
Inventory of Transmission,5,424,Comments_1,DE,2025,,,,Amprion: Selection of circuits and lines owned by Amprion. If there is more than one circuit on a line the highest voltage level is used,2026-03-20 16:51:20,
Inventory of Transmission,5,425,Comments_2,DE,2025,,,,,2026-03-20 16:51:20,
Inventory of Transmission,5,426,Comments_3,DE,2025,,,,TenneT GER: Contains 50% of NordLink,2026-03-20 16:51:20,
Inventory of Transmission,5,427,Comments_4,DE,2025,,,,"Amprion: Including transformers (400kV-110kV) owned by Lechwerke (LEW Süd). Without phase-shifting transformers and transformers for FACTS. We count a set of three single-phase transformers as one transformer, just like a single three-phase transformer; TenneT GER: Contains Phase Shifting Transformers",2026-03-20 16:51:20,
Inventory of Transmission,5,422,DCC_110kV_220V,DE,2025,199.4,199.4,,,2026-03-20 16:51:20,
Inventory of Transmission,5,408,DCC_220kV_380kV,DE,2025,1742.8,1783.1,,,2026-03-20 16:51:20,
Inventory of Transmission,5,409,DCC_Over_380kV,DE,2025,585,300,,,2026-03-20 16:51:20,
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,DE,2025,,,236,32066.736,2026-03-20 16:51:20,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,DE,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,DE,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,DE,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,DE,2025,,,471,104208.768,2026-03-20 16:51:20,
Inventory of Transmission,5,416,Nw_400kV_220kV,DE,2025,,,107,47147.992,2026-03-20 16:51:20,
Inventory of Transmission,5,415,Nw_400kV_330kV,DE,2025,,,28,3121.494,2026-03-20 16:51:20,
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,DE,2025,,,18,25.12,2026-03-20 16:51:20,
Inventory of Transmission,5,413,Of_PU_>220kV,DE,2025,,,92,14955,2026-03-20 16:51:20,
Inventory of Transmission,5,412,Of_PU_>275kV,DE,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,DE,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,DE,2025,,,187,71535,2026-03-20 16:51:20,
Inventory of Transmission,5,406,ACC_220kV_380kV,EE,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,407,ACC_Over_380kV,EE,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,EE,2025,3353,3353,,,2026-03-20 16:51:19,
Inventory of Transmission,5,401,ACL_220kV,EE,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,402,ACL_275kV,EE,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,403,ACL_330kV,EE,2025,1608,1608,,,2026-03-20 16:51:19,
Inventory of Transmission,5,404,ACL_380_400kV,EE,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,405,ACL_750kV,EE,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,424,Comments_1,EE,2025,,,,,2026-03-20 16:51:19,
Inventory of Transmission,5,425,Comments_2,EE,2025,,,,,2026-03-20 16:51:19,
Inventory of Transmission,5,426,Comments_3,EE,2025,,,,,2026-03-20 16:51:19,
Inventory of Transmission,5,427,Comments_4,EE,2025,,,,,2026-03-20 16:51:19,
Inventory of Transmission,5,422,DCC_110kV_220V,EE,2025,54,54,,,2026-03-20 16:51:19,
Inventory of Transmission,5,408,DCC_220kV_380kV,EE,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,EE,2025,85,85,,,2026-03-20 16:51:19,
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,EE,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,EE,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,EE,2025,,,20,3775,2026-03-20 16:51:19,
Inventory of Transmission,5,418,Nw_330kV_220kV,EE,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,EE,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,416,Nw_400kV_220kV,EE,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,415,Nw_400kV_330kV,EE,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,EE,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,EE,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,EE,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,EE,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,EE,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,ES,2025,576.661,485.26,,,2026-03-20 16:51:24,
Inventory of Transmission,5,407,ACC_Over_380kV,ES,2025,55.05,22.8,,,2026-03-20 16:51:24,
Inventory of Transmission,5,400,ACL_110kV_220kV,ES,2025,451.771,411,,,2026-03-20 16:51:24,
Inventory of Transmission,5,401,ACL_220kV,ES,2025,19370,13904,,,2026-03-20 16:51:24,
Inventory of Transmission,5,402,ACL_275kV,ES,2025,,,,,2026-03-20 16:51:24,Not Expected
Inventory of Transmission,5,403,ACL_330kV,ES,2025,,,,,2026-03-20 16:51:24,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,ES,2025,22199.426,14579,,,2026-03-20 16:51:24,
Inventory of Transmission,5,405,ACL_750kV,ES,2025,,,,,2026-03-20 16:51:24,Not Expected
Inventory of Transmission,5,424,Comments_1,ES,2025,,,,*Estimation of the Length of Routes. Includes RE assets on a national scope.,2026-03-20 16:51:24,
Inventory of Transmission,5,425,Comments_2,ES,2025,,,,*Estimation of the Length of Routes. Includes RE assets on a national scope.,2026-03-20 16:51:24,
